batch_id,supplier_id,component_name,quantity_produced,production_date,received_date,quantity_passed_qc
BATCH-2025-00843,41,Sensor,1473,2025-03-15,2025-03-22,1458
BATCH-2026-00844,45,Processor,4516,2026-07-17,2026-07-28,4196
BATCH-2025-00845,8,Motherboard,750,2025-08-11,2025-08-21,742
BATCH-2025-00846,1,Processor,8176,2025-10-16,2025-11-01,7697
BATCH-2025-00847,1,Fan,6612,2025-05-22,2025-05-27,6546
BATCH-2025-00848,31,Motherboard,2746,2025-03-11,2025-03-19,2719
BATCH-2026-00849,13,Speaker,3095,2026-04-11,2026-04-29,3064
BATCH-2025-00850,39,Microcontroller,2132,2025-08-23,2025-09-04,2111
BATCH-2026-00851,40,Fan,3967,2026-06-18,2026-06-25,3657
BATCH-2024-00852,46,Connector,9650,2024-12-21,2025-01-02,9346
BATCH-2025-00853,14,Display,3280,2025-06-29,2025-07-13,3135
BATCH-2025-00854,13,Microcontroller,9537,2025-02-26,2025-03-06,9147
BATCH-2025-00855,36,Motherboard,2976,2025-12-29,2026-01-03,2769
BATCH-2025-00856,34,Speaker,6500,2025-08-04,2025-08-11,6403
BATCH-2025-00857,15,Charger,6843,2025-03-23,2025-04-03,6547
BATCH-2025-00858,36,Processor,4568,2025-08-30,2025-09-14,4289
BATCH-2025-00859,39,Speaker,8131,2025-04-03,2025-04-23,7936
BATCH-2026-00860,14,Fan,3390,2026-04-26,2026-05-06,3356
BATCH-2025-00861,4,Battery,6866,2025-02-05,2025-02-14,6710
BATCH-2026-00862,28,Power IC,6920,2026-03-07,2026-03-27,6687
BATCH-2024-00863,12,Fan,5444,2024-11-28,2024-12-14,5390
BATCH-2025-00864,3,Memory,7634,2025-11-08,2025-11-26,7336
BATCH-2025-00865,4,Motherboard,482,2025-06-19,2025-06-24,477
BATCH-2024-00866,16,Sensor,9961,2024-11-08,2024-11-14,9861
BATCH-2026-00867,21,Power IC,435,2026-03-08,2026-03-14,431
BATCH-2025-00868,36,Charger,1919,2025-05-21,2025-05-26,1762
BATCH-2024-00869,16,Charger,8092,2024-12-17,2024-12-28,7699
BATCH-2026-00870,10,Processor,795,2026-06-02,2026-06-07,771
BATCH-2026-00871,24,Charger,7786,2026-09-05,2026-09-11,7556
BATCH-2024-00872,49,Processor,7178,2024-11-13,2024-11-27,6812
BATCH-2025-00873,12,Display,759,2025-02-02,2025-02-15,727
BATCH-2026-00874,4,Charger,9868,2026-01-11,2026-01-26,9769
BATCH-2026-00875,28,Microcontroller,4832,2026-01-25,2026-02-04,4784
BATCH-2026-00876,3,Motherboard,3710,2026-02-09,2026-02-14,3553
BATCH-2025-00877,32,Microcontroller,7621,2025-03-24,2025-04-11,7260
BATCH-2026-00878,25,Processor,671,2026-09-11,2026-09-17,664
BATCH-2024-00879,8,Fan,1527,2024-12-31,2025-01-14,1453
BATCH-2025-00880,15,Power IC,365,2025-03-15,2025-03-28,338
BATCH-2025-00881,11,Speaker,7624,2025-06-28,2025-07-07,7548
BATCH-2025-00882,28,Memory,1627,2025-11-07,2025-11-26,1588
BATCH-2026-00883,16,Fan,8147,2026-07-19,2026-08-04,8066
BATCH-2024-00884,33,PCB,4225,2024-11-19,2024-11-24,4056
BATCH-2024-00885,11,Display,9813,2024-11-26,2024-12-11,9715
BATCH-2026-00886,18,Microcontroller,7928,2026-08-30,2026-09-13,7647
BATCH-2025-00887,43,Motherboard,2615,2025-06-04,2025-06-18,2511
BATCH-2026-00888,1,Display,3373,2026-05-21,2026-05-30,3339
BATCH-2026-00889,2,Motherboard,2958,2026-02-07,2026-02-15,2927
BATCH-2025-00890,7,Microcontroller,6804,2025-08-24,2025-09-01,6615
BATCH-2025-00891,18,Sensor,1764,2025-08-04,2025-08-12,1698
BATCH-2025-00892,6,Connector,1089,2025-09-28,2025-10-05,1051
BATCH-2025-00893,23,Microcontroller,2492,2025-04-13,2025-04-21,2407
BATCH-2026-00894,18,Speaker,8993,2026-08-09,2026-08-23,8578
BATCH-2024-00895,40,Charger,1407,2024-12-10,2024-12-29,1393
BATCH-2025-00896,28,Camera,8039,2025-12-09,2025-12-28,7959
BATCH-2025-00897,7,Microcontroller,5167,2025-10-26,2025-11-06,5115
BATCH-2025-00898,14,Speaker,469,2025-04-07,2025-04-24,437
BATCH-2025-00899,41,Charger,2811,2025-11-04,2025-11-12,2649
BATCH-2025-00900,3,Battery,6992,2025-04-23,2025-04-29,6627
BATCH-2025-00901,43,Charger,732,2025-03-03,2025-03-15,700
BATCH-2025-00902,10,Charger,9521,2025-05-13,2025-05-20,9426
BATCH-2025-00903,16,Power IC,1815,2025-12-30,2026-01-15,1758
BATCH-2025-00904,36,Memory,8216,2025-01-27,2025-02-08,7834
BATCH-2024-00905,8,Charger,9546,2024-12-03,2024-12-18,9359
BATCH-2024-00906,34,Processor,2829,2024-12-01,2024-12-07,2714
BATCH-2025-00907,42,Power IC,401,2025-12-20,2025-12-27,383
BATCH-2025-00908,22,Display,4390,2025-08-22,2025-09-01,4146
BATCH-2025-00909,37,Power IC,5501,2025-09-11,2025-09-19,5446
BATCH-2026-00910,25,Connector,7588,2026-08-17,2026-08-29,7060
BATCH-2026-00911,7,Processor,1442,2026-08-07,2026-08-19,1405
BATCH-2024-00912,16,Fan,9995,2024-11-18,2024-12-04,9895
BATCH-2024-00913,47,Processor,2138,2024-10-06,2024-10-18,2013
BATCH-2026-00914,30,Display,9341,2026-04-29,2026-05-18,9081
BATCH-2025-00915,40,Power IC,4421,2025-04-19,2025-05-01,4174
BATCH-2024-00916,4,Fan,1107,2024-11-27,2024-12-03,1091
BATCH-2025-00917,17,Processor,9729,2025-07-31,2025-08-17,9181
BATCH-2025-00918,36,Memory,6083,2025-02-11,2025-03-01,5875
BATCH-2025-00919,5,PCB,8886,2025-09-22,2025-10-06,8724
BATCH-2026-00920,12,Sensor,2822,2026-02-06,2026-02-11,2738
BATCH-2025-00921,23,Connector,1954,2025-06-01,2025-06-11,1924
BATCH-2026-00922,27,PCB,2994,2026-07-08,2026-07-21,2964
BATCH-2025-00923,38,PCB,3804,2025-01-11,2025-01-19,3632
BATCH-2026-00924,6,Sensor,6752,2026-05-15,2026-06-01,6684
BATCH-2025-00925,45,Motherboard,3361,2025-07-01,2025-07-20,3063
BATCH-2024-00926,2,Fan,483,2024-10-05,2024-10-15,449
BATCH-2025-00927,15,Charger,5693,2025-11-01,2025-11-20,5566
BATCH-2026-00928,25,Battery,6703,2026-06-09,2026-06-19,6421
BATCH-2025-00929,14,Power IC,8651,2025-11-27,2025-12-04,8298
BATCH-2025-00930,16,Power IC,6971,2025-05-16,2025-05-31,6874
BATCH-2026-00931,19,Sensor,123,2026-07-01,2026-07-14,120
BATCH-2025-00932,2,Processor,1715,2025-06-10,2025-06-23,1667
BATCH-2026-00933,31,Processor,6620,2026-07-18,2026-07-31,6554
BATCH-2024-00934,23,Processor,2939,2024-12-28,2025-01-15,2910
BATCH-2025-00935,34,Memory,5223,2025-02-12,2025-02-25,5023
BATCH-2025-00936,35,Microcontroller,9451,2025-10-04,2025-10-16,8984
BATCH-2026-00937,44,Display,4031,2026-02-10,2026-02-18,3927
BATCH-2026-00938,49,Camera,7431,2026-06-10,2026-06-29,7320
BATCH-2026-00939,37,Display,857,2026-02-05,2026-02-17,848
BATCH-2025-00940,33,Memory,8361,2025-08-05,2025-08-18,8277
BATCH-2026-00941,3,Fan,8183,2026-05-04,2026-05-15,7833
BATCH-2026-00942,26,Fan,5109,2026-02-28,2026-03-06,4855
BATCH-2025-00943,50,Display,5446,2025-09-26,2025-10-09,5282
BATCH-2025-00944,3,Power IC,2397,2025-08-01,2025-08-15,2272
BATCH-2026-00945,36,Processor,740,2026-05-31,2026-06-09,684
BATCH-2024-00946,44,Camera,6624,2024-12-07,2024-12-18,6510
BATCH-2024-00947,18,Memory,6808,2024-11-20,2024-12-08,6671
BATCH-2026-00948,44,Connector,8234,2026-03-02,2026-03-16,7984
BATCH-2025-00949,46,Microcontroller,4536,2025-03-17,2025-04-02,4288
BATCH-2025-00950,4,Microcontroller,3355,2025-08-07,2025-08-17,3281
BATCH-2025-00951,30,Power IC,3224,2025-03-29,2025-04-15,3129
BATCH-2024-00952,10,Fan,3707,2024-12-01,2024-12-20,3614
BATCH-2026-00953,2,Speaker,7023,2026-03-24,2026-04-02,6632
BATCH-2026-00954,17,Processor,6950,2026-05-04,2026-05-17,6704
BATCH-2026-00955,2,Processor,1674,2026-09-11,2026-09-26,1605
BATCH-2024-00956,40,Battery,9033,2024-10-10,2024-10-15,8862
BATCH-2026-00957,13,Sensor,4766,2026-04-17,2026-04-27,4718
BATCH-2024-00958,1,Motherboard,7538,2024-11-24,2024-12-11,7096
BATCH-2025-00959,20,Charger,4884,2025-05-02,2025-05-19,4597
BATCH-2026-00960,49,Memory,4526,2026-04-20,2026-05-03,4439
BATCH-2025-00961,19,Memory,6921,2025-07-30,2025-08-16,6542
BATCH-2025-00962,42,Battery,9328,2025-04-20,2025-05-04,8984
BATCH-2026-00963,18,Speaker,903,2026-05-22,2026-06-10,891
BATCH-2025-00964,29,Battery,7523,2025-02-24,2025-03-11,7448
BATCH-2025-00965,40,Battery,6213,2025-09-16,2025-09-25,6038
BATCH-2025-00966,30,Microcontroller,8574,2025-10-09,2025-10-23,8246
BATCH-2026-00967,29,PCB,2388,2026-02-23,2026-03-11,2322
BATCH-2026-00968,38,Connector,8557,2026-07-07,2026-07-18,8442
BATCH-2026-00969,20,Processor,6150,2026-01-01,2026-01-21,5761
BATCH-2025-00970,36,Motherboard,5016,2025-07-28,2025-08-14,4869
BATCH-2026-00971,24,Camera,5239,2026-08-19,2026-09-02,4854
BATCH-2025-00972,36,Camera,9716,2025-08-09,2025-08-28,9365
BATCH-2025-00973,46,Power IC,8503,2025-01-21,2025-01-27,8171
BATCH-2025-00974,28,Memory,5257,2025-12-07,2025-12-25,5204
BATCH-2025-00975,30,Connector,8014,2025-09-22,2025-10-12,7903
BATCH-2025-00976,22,Microcontroller,1620,2025-06-21,2025-07-09,1604
BATCH-2024-00977,25,Processor,9791,2024-09-30,2024-10-05,9693
BATCH-2025-00978,24,Power IC,7081,2025-04-23,2025-05-10,7010
BATCH-2025-00979,36,Power IC,8140,2025-01-08,2025-01-16,7778
BATCH-2025-00980,16,Motherboard,5487,2025-10-17,2025-11-05,5179
BATCH-2025-00981,7,Charger,6568,2025-08-27,2025-09-07,6502
BATCH-2025-00982,25,Battery,1233,2025-03-15,2025-04-02,1221
BATCH-2025-00983,33,Memory,2887,2025-05-27,2025-06-03,2858
BATCH-2026-00984,26,Processor,8011,2026-08-04,2026-08-16,7815
BATCH-2025-00985,26,Power IC,4338,2025-09-28,2025-10-11,4168
BATCH-2026-00986,36,Display,9055,2026-06-28,2026-07-05,8924
BATCH-2026-00987,17,PCB,7879,2026-06-08,2026-06-13,7746
BATCH-2025-00988,25,Camera,3137,2025-01-27,2025-02-13,3045
BATCH-2025-00989,12,Charger,8902,2025-08-09,2025-08-18,8813
BATCH-2025-00990,17,Display,8219,2025-07-23,2025-08-01,8136
BATCH-2026-00991,8,Display,549,2026-03-30,2026-04-14,528
BATCH-2025-00992,40,Power IC,7253,2025-07-06,2025-07-25,6841
BATCH-2025-00993,50,Connector,1229,2025-09-06,2025-09-22,1191
BATCH-2024-00994,39,Sensor,8059,2024-11-01,2024-11-11,7871
BATCH-2024-00995,24,Display,2691,2024-10-20,2024-11-01,2625
BATCH-2026-00996,50,Camera,4439,2026-01-28,2026-02-06,4244
BATCH-2025-00997,1,Memory,9869,2025-02-25,2025-03-09,9683
BATCH-2025-00998,47,Memory,1517,2025-03-17,2025-03-25,1434
BATCH-2026-00999,13,Camera,3633,2026-01-09,2026-01-20,3421
BATCH-2026-01000,17,Processor,8914,2026-07-18,2026-08-01,8559
BATCH-2025-01001,23,Connector,3591,2025-01-12,2025-01-30,3406
BATCH-2025-01002,17,Memory,6256,2025-03-16,2025-03-25,6171
BATCH-2026-01003,8,PCB,4087,2026-01-18,2026-01-28,3942
BATCH-2026-01004,29,Battery,6757,2026-07-17,2026-08-01,6440
BATCH-2026-01005,11,Display,7562,2026-08-23,2026-09-05,7486
BATCH-2025-01006,30,Sensor,5931,2025-04-28,2025-05-03,5838
BATCH-2026-01007,4,Camera,2703,2026-04-28,2026-05-11,2632
BATCH-2024-01008,27,Speaker,399,2024-12-10,2024-12-28,383
BATCH-2026-01009,22,Processor,6751,2026-03-23,2026-04-01,6570
BATCH-2025-01010,18,Camera,2546,2025-07-29,2025-08-16,2513
BATCH-2025-01011,48,Battery,9117,2025-05-01,2025-05-14,8953
BATCH-2025-01012,11,Fan,921,2025-09-19,2025-09-26,900
BATCH-2025-01013,27,Processor,2285,2025-02-20,2025-03-11,2250
BATCH-2025-01014,46,Camera,6827,2025-07-01,2025-07-09,6654
BATCH-2024-01015,17,Battery,3408,2024-12-20,2025-01-09,3314
BATCH-2026-01016,19,Fan,3663,2026-05-28,2026-06-11,3526
BATCH-2026-01017,2,Charger,9253,2026-04-18,2026-05-05,9160
BATCH-2025-01018,44,Fan,5758,2025-04-23,2025-05-02,5579
BATCH-2025-01019,4,Motherboard,113,2025-01-20,2025-02-09,106
BATCH-2026-01020,22,Display,1926,2026-03-27,2026-04-02,1907
BATCH-2025-01021,19,Microcontroller,6099,2025-12-11,2025-12-21,5963
BATCH-2025-01022,20,Camera,6043,2025-12-17,2025-12-23,5927
BATCH-2025-01023,12,Motherboard,9910,2025-07-24,2025-08-02,9632
BATCH-2024-01024,15,Sensor,345,2024-10-16,2024-10-27,332
BATCH-2025-01025,5,Camera,4274,2025-11-11,2025-12-01,4018
BATCH-2026-01026,35,Display,1615,2026-01-13,2026-01-23,1555
BATCH-2026-01027,41,Sensor,8831,2026-03-07,2026-03-23,8609
BATCH-2025-01028,44,Microcontroller,9924,2025-11-13,2025-11-30,9479
BATCH-2026-01029,45,PCB,3875,2026-03-05,2026-03-16,3833
BATCH-2025-01030,41,Power IC,4805,2025-01-16,2025-01-31,4671
BATCH-2025-01031,34,PCB,1572,2025-07-29,2025-08-14,1539
BATCH-2025-01032,41,PCB,9623,2025-12-05,2025-12-13,9527
BATCH-2026-01033,6,Motherboard,5488,2026-08-02,2026-08-10,5102
BATCH-2026-01034,46,Speaker,5834,2026-07-09,2026-07-16,5776
BATCH-2026-01035,12,Camera,4803,2026-03-01,2026-03-21,4755
BATCH-2025-01036,40,Speaker,2191,2025-08-22,2025-08-30,2151
BATCH-2024-01037,41,Memory,243,2024-11-22,2024-11-28,237
BATCH-2026-01038,36,Fan,8777,2026-03-29,2026-04-07,8342
BATCH-2025-01039,43,Display,7470,2025-09-26,2025-10-13,7128
BATCH-2025-01040,23,Power IC,4700,2025-06-17,2025-06-27,4631
BATCH-2026-01041,15,Camera,225,2026-07-27,2026-08-04,205
BATCH-2025-01042,9,Sensor,3336,2025-07-09,2025-07-15,3158
BATCH-2026-01043,41,Processor,4312,2026-04-17,2026-05-05,4142
BATCH-2025-01044,26,Camera,6654,2025-04-19,2025-05-04,6315
BATCH-2026-01045,19,Microcontroller,4067,2026-01-27,2026-02-11,3938
BATCH-2025-01046,41,Charger,4964,2025-09-17,2025-10-03,4914
BATCH-2026-01047,41,Motherboard,1135,2026-08-21,2026-09-05,1124
BATCH-2025-01048,5,Camera,9337,2025-07-20,2025-07-28,8902
BATCH-2026-01049,35,Fan,2029,2026-08-19,2026-09-01,1892
BATCH-2024-01050,7,Power IC,7012,2024-09-27,2024-10-05,6932
BATCH-2025-01051,1,Processor,8282,2025-01-08,2025-01-14,8088
BATCH-2025-01052,29,Memory,6524,2025-09-11,2025-09-28,6433
BATCH-2024-01053,1,Camera,1401,2024-09-29,2024-10-08,1343
BATCH-2025-01054,11,Memory,1864,2025-04-05,2025-04-10,1845
BATCH-2025-01055,23,Speaker,7905,2025-12-21,2026-01-04,7826
BATCH-2026-01056,47,Microcontroller,5721,2026-05-24,2026-05-31,5664
BATCH-2025-01057,12,Processor,7228,2025-07-29,2025-08-07,7156
BATCH-2025-01058,20,Display,2870,2025-01-02,2025-01-17,2841
BATCH-2025-01059,32,Motherboard,4231,2025-12-20,2025-12-26,4065
BATCH-2025-01060,27,Memory,7257,2025-06-13,2025-06-26,7027
BATCH-2026-01061,7,Charger,8052,2026-08-01,2026-08-16,7971
BATCH-2026-01062,32,Connector,6247,2026-04-13,2026-04-24,5817
BATCH-2025-01063,15,Charger,879,2025-08-05,2025-08-21,836
BATCH-2025-01064,35,Motherboard,7971,2025-08-02,2025-08-11,7763
BATCH-2026-01065,44,Power IC,5190,2026-01-07,2026-01-13,5059
BATCH-2025-01066,31,Connector,7350,2025-12-27,2026-01-12,6849
BATCH-2025-01067,4,Camera,5337,2025-07-24,2025-08-06,5284
BATCH-2025-01068,14,PCB,3970,2025-08-07,2025-08-21,3930
BATCH-2025-01069,19,PCB,1531,2025-08-03,2025-08-18,1449
BATCH-2026-01070,36,Processor,4753,2026-05-02,2026-05-07,4633
BATCH-2026-01071,1,Charger,2283,2026-08-11,2026-08-24,2260
BATCH-2025-01072,17,Processor,2648,2025-01-16,2025-01-30,2580
BATCH-2025-01073,8,Connector,8445,2025-02-13,2025-02-20,8361
BATCH-2025-01074,6,Power IC,9991,2025-12-30,2026-01-10,9668
BATCH-2024-01075,8,Microcontroller,1521,2024-10-02,2024-10-20,1506
BATCH-2025-01076,21,Memory,9155,2025-08-25,2025-09-10,8528
BATCH-2024-01077,15,Microcontroller,2345,2024-10-16,2024-10-30,2186
BATCH-2025-01078,50,PCB,9297,2025-07-22,2025-07-31,8829
BATCH-2025-01079,43,Speaker,4885,2025-09-29,2025-10-15,4780
BATCH-2026-01080,27,Microcontroller,6239,2026-03-14,2026-03-23,6140
BATCH-2025-01081,44,Display,5503,2025-02-05,2025-02-16,5342
BATCH-2025-01082,8,Motherboard,7078,2025-03-08,2025-03-21,7007
BATCH-2026-01083,5,PCB,4643,2026-06-23,2026-07-06,4597
BATCH-2024-01084,28,Battery,5162,2024-10-09,2024-10-21,5110
BATCH-2025-01085,15,Connector,5561,2025-07-04,2025-07-11,5295
BATCH-2025-01086,16,Fan,5494,2025-06-27,2025-07-12,5412
BATCH-2026-01087,25,Camera,8662,2026-06-12,2026-06-19,8420
BATCH-2025-01088,18,Processor,2153,2025-05-05,2025-05-18,2102
BATCH-2024-01089,38,PCB,1080,2024-12-28,2025-01-03,1028
BATCH-2025-01090,46,PCB,5903,2025-03-08,2025-03-21,5702
BATCH-2025-01091,31,Sensor,788,2025-03-29,2025-04-10,768
BATCH-2026-01092,18,Connector,5027,2026-04-23,2026-04-29,4771
BATCH-2025-01093,47,Battery,8217,2025-02-04,2025-02-14,7886
BATCH-2025-01094,31,Battery,8829,2025-05-11,2025-05-19,8368
BATCH-2025-01095,44,Fan,8580,2025-04-21,2025-04-27,8133
BATCH-2026-01096,22,Power IC,9450,2026-03-20,2026-04-05,9356
BATCH-2026-01097,3,Power IC,2097,2026-09-10,2026-09-17,2076
BATCH-2025-01098,48,Processor,4020,2025-05-23,2025-06-02,3877
BATCH-2025-01099,7,Speaker,9905,2025-04-05,2025-04-24,9347
BATCH-2026-01100,18,Connector,5030,2026-01-15,2026-01-22,4734
BATCH-2026-01101,4,Battery,6328,2026-08-15,2026-08-29,6119
BATCH-2025-01102,8,Motherboard,2050,2025-11-14,2025-11-20,2030
BATCH-2024-01103,46,Processor,6561,2024-12-28,2025-01-12,6221
BATCH-2025-01104,25,Connector,964,2025-11-26,2025-12-08,912
BATCH-2025-01105,11,Camera,188,2025-06-16,2025-06-24,186
BATCH-2024-01106,4,Display,4721,2024-11-03,2024-11-23,4674
BATCH-2025-01107,45,Microcontroller,5473,2025-07-23,2025-08-08,5341
BATCH-2025-01108,5,Processor,2453,2025-03-13,2025-03-18,2250
BATCH-2025-01109,43,Sensor,7211,2025-05-23,2025-05-30,6692
BATCH-2026-01110,10,Camera,3635,2026-08-08,2026-08-26,3599
BATCH-2025-01111,16,Memory,5711,2025-01-30,2025-02-05,5557
BATCH-2025-01112,25,Connector,1699,2025-03-13,2025-03-27,1668
BATCH-2026-01113,50,Battery,1974,2026-07-28,2026-08-10,1836
BATCH-2026-01114,3,Camera,5528,2026-01-04,2026-01-13,5411
BATCH-2026-01115,49,Display,3310,2026-02-26,2026-03-17,3134
BATCH-2025-01116,12,Connector,3217,2025-07-24,2025-08-12,3185
BATCH-2026-01117,13,Microcontroller,4412,2026-01-06,2026-01-22,4368
BATCH-2025-01118,34,Speaker,9062,2025-06-29,2025-07-12,8971
BATCH-2025-01119,39,Power IC,2190,2025-10-21,2025-11-07,2122
BATCH-2026-01120,7,Speaker,3202,2026-05-10,2026-05-28,3120
BATCH-2025-01121,3,PCB,8964,2025-08-06,2025-08-19,8567
BATCH-2026-01122,38,Speaker,9254,2026-03-20,2026-04-01,8830
BATCH-2025-01123,34,Camera,3484,2025-03-30,2025-04-09,3215
BATCH-2025-01124,19,Sensor,9502,2025-01-28,2025-02-12,8950
BATCH-2026-01125,25,Sensor,6582,2026-05-15,2026-05-25,6512
BATCH-2024-01126,43,Charger,9539,2024-12-13,2024-12-24,8908
BATCH-2026-01127,25,Microcontroller,7429,2026-02-13,2026-03-02,7062
BATCH-2024-01128,9,Battery,1276,2024-12-26,2025-01-12,1249
BATCH-2026-01129,37,Speaker,8184,2026-07-14,2026-08-02,8102
BATCH-2025-01130,10,Connector,6507,2025-12-01,2025-12-12,6442
BATCH-2025-01131,5,Processor,8161,2025-07-11,2025-07-22,7536
BATCH-2026-01132,33,Processor,1646,2026-07-30,2026-08-11,1560
BATCH-2026-01133,17,Camera,3007,2026-03-04,2026-03-10,2922
BATCH-2025-01134,16,Fan,9240,2025-04-23,2025-05-06,8888
BATCH-2025-01135,8,Display,6750,2025-01-26,2025-02-07,6495
BATCH-2025-01136,6,Power IC,8376,2025-08-02,2025-08-09,8149
BATCH-2025-01137,11,Charger,2222,2025-11-23,2025-11-30,2200
BATCH-2025-01138,32,Memory,9062,2025-08-05,2025-08-14,8923
BATCH-2025-01139,22,Memory,4762,2025-04-29,2025-05-09,4685
BATCH-2024-01140,46,Microcontroller,7149,2024-10-24,2024-11-09,6883
BATCH-2025-01141,25,Memory,3215,2025-05-10,2025-05-24,3114
BATCH-2025-01142,42,Power IC,5053,2025-05-23,2025-06-09,5002
BATCH-2026-01143,44,Power IC,3607,2026-06-11,2026-07-01,3442
BATCH-2025-01144,16,Speaker,9516,2025-10-23,2025-11-09,9278
BATCH-2026-01145,21,Connector,4282,2026-09-15,2026-09-29,4210
BATCH-2025-01146,8,PCB,4845,2025-10-31,2025-11-17,4711
BATCH-2025-01147,32,Motherboard,7837,2025-12-19,2025-12-24,7591
BATCH-2025-01148,22,Battery,5142,2025-05-27,2025-06-01,5022
BATCH-2026-01149,4,PCB,7611,2026-02-17,2026-02-24,7421
BATCH-2026-01150,40,Processor,5337,2026-04-22,2026-04-27,5201
BATCH-2025-01151,26,Sensor,4319,2025-03-23,2025-03-28,4089
BATCH-2024-01152,2,PCB,4407,2024-11-13,2024-11-24,4363
BATCH-2025-01153,24,Sensor,7205,2025-11-16,2025-11-21,7008
BATCH-2026-01154,1,Processor,803,2026-01-26,2026-02-07,774
BATCH-2025-01155,34,Memory,6419,2025-04-10,2025-04-23,6233
BATCH-2024-01156,44,Battery,6424,2024-10-11,2024-10-19,6249
BATCH-2025-01157,50,Connector,4047,2025-10-14,2025-10-29,3752
BATCH-2025-01158,23,Battery,7098,2025-04-25,2025-05-15,6884
BATCH-2025-01159,36,PCB,1373,2025-10-28,2025-11-07,1349
BATCH-2026-01160,31,Microcontroller,6575,2026-01-26,2026-02-14,6509
BATCH-2026-01161,39,Display,8825,2026-02-10,2026-02-20,8409
BATCH-2026-01162,25,Microcontroller,8088,2026-01-07,2026-01-13,7910
BATCH-2025-01163,9,Processor,9483,2025-09-13,2025-09-21,8808
BATCH-2025-01164,5,Microcontroller,5568,2025-12-05,2025-12-23,5393
BATCH-2024-01165,50,Memory,9309,2024-12-12,2024-12-18,8733
BATCH-2026-01166,45,Fan,1113,2026-01-29,2026-02-06,1089
BATCH-2025-01167,43,Display,1022,2025-12-10,2025-12-15,976
BATCH-2026-01168,38,Camera,1981,2026-01-27,2026-02-01,1862
BATCH-2026-01169,38,Battery,7647,2026-02-10,2026-02-18,7524
BATCH-2025-01170,18,Camera,1223,2025-10-31,2025-11-14,1163
BATCH-2024-01171,5,Speaker,3446,2024-11-08,2024-11-16,3331
BATCH-2025-01172,49,Sensor,1899,2025-04-30,2025-05-05,1880
BATCH-2025-01173,25,Battery,8260,2025-02-24,2025-03-10,8177
BATCH-2026-01174,44,Fan,1847,2026-08-22,2026-09-04,1804
BATCH-2024-01175,38,Microcontroller,6932,2024-10-11,2024-10-23,6661
BATCH-2025-01176,37,Speaker,764,2025-10-30,2025-11-06,748
BATCH-2025-01177,41,Fan,4669,2025-10-15,2025-10-30,4515
BATCH-2024-01178,33,Microcontroller,8299,2024-12-25,2025-01-06,8116
BATCH-2025-01179,27,Motherboard,4268,2025-03-29,2025-04-10,4141
BATCH-2025-01180,43,Microcontroller,2038,2025-12-02,2025-12-19,1902
BATCH-2025-01181,15,Battery,1614,2025-02-01,2025-02-13,1598
BATCH-2026-01182,27,Speaker,799,2026-05-26,2026-05-31,757
BATCH-2025-01183,26,Microcontroller,9278,2025-04-09,2025-04-23,8857
BATCH-2025-01184,48,Sensor,2903,2025-09-25,2025-10-13,2724
BATCH-2025-01185,36,Memory,3264,2025-07-23,2025-08-04,3187
BATCH-2025-01186,41,Processor,7594,2025-09-23,2025-10-13,7248
BATCH-2026-01187,7,PCB,7045,2026-06-09,2026-06-15,6945
BATCH-2026-01188,11,Memory,4107,2026-08-04,2026-08-22,3941
BATCH-2024-01189,30,Speaker,9678,2024-09-23,2024-10-13,9581
BATCH-2024-01190,18,Motherboard,1384,2024-10-17,2024-11-05,1355
BATCH-2025-01191,46,Fan,9975,2025-02-22,2025-03-08,9811
BATCH-2025-01192,50,Battery,935,2025-03-26,2025-04-01,872
BATCH-2026-01193,39,Power IC,5227,2026-05-01,2026-05-12,4824
BATCH-2026-01194,21,Battery,5934,2026-09-16,2026-09-29,5626
BATCH-2026-01195,42,Sensor,2578,2026-02-21,2026-02-28,2552
BATCH-2025-01196,50,Motherboard,220,2025-02-13,2025-02-20,216
BATCH-2026-01197,9,Charger,7745,2026-08-05,2026-08-10,7593
BATCH-2025-01198,32,Fan,8001,2025-03-06,2025-03-15,7760
BATCH-2026-01199,23,Power IC,4493,2026-08-01,2026-08-19,4448
BATCH-2025-01200,40,Motherboard,4030,2025-11-22,2025-12-10,3975
BATCH-2024-01201,3,Power IC,6832,2024-10-31,2024-11-18,6608
BATCH-2024-01202,11,Charger,682,2024-10-01,2024-10-17,656
BATCH-2024-01203,12,Fan,9422,2024-12-01,2024-12-16,9067
BATCH-2024-01204,47,Fan,4793,2024-10-07,2024-10-25,4713
BATCH-2024-01205,13,Processor,9554,2024-10-06,2024-10-23,9458
BATCH-2024-01206,26,Fan,1361,2024-10-01,2024-10-07,1269
BATCH-2026-01207,5,Camera,5419,2026-03-05,2026-03-15,5219
BATCH-2026-01208,48,Sensor,8784,2026-03-03,2026-03-16,8577
BATCH-2024-01209,28,Battery,9999,2024-11-06,2024-11-22,9665
BATCH-2025-01210,33,Sensor,8936,2025-03-11,2025-03-27,8541
BATCH-2025-01211,26,Charger,7026,2025-09-07,2025-09-22,6956
BATCH-2026-01212,38,Motherboard,5464,2026-07-29,2026-08-13,5375
BATCH-2024-01213,50,Motherboard,6013,2024-12-13,2024-12-24,5657
BATCH-2026-01214,24,Sensor,1551,2026-02-22,2026-03-05,1512
BATCH-2025-01215,44,Display,4121,2025-09-26,2025-10-02,3920
