batch_id,supplier_id,component_name,quantity_produced,production_date,received_date,quantity_passed_qc,supplier_name,country,lead_time_days,unit_price,quality_score,failed_units,defect_count,defect_rate,binary_target,days_since_start,month_of_year,quarter,batch_age_days,supplier_mean_defect_rate,supplier_std_defect_rate,supplier_num_batches,supplier_total_units,component_defect_rate
BATCH-2025-00810,15,Display,3311,2025-10-16,2025-11-02,3268,SK Hynix,Taiwan,40,342.16,65,3,3,0.000906070673512534,1,393,10,4,337,0.00026051175061660777,0.0007352320636847295,93,436297,0.00016919115080672866
BATCH-2025-00811,33,Fan,9308,2025-01-08,2025-01-14,9114,Denso,Taiwan,41,277.68,84,1,0,0.0,0,112,1,1,618,0.00013528007016307464,0.0006519489677036868,119,602071,0.00012855165100050963
BATCH-2026-00812,39,Sensor,9143,2026-04-21,2026-05-04,8626,Lenovo,Taiwan,57,331.63,71,0,0,0.0,0,580,4,2,150,0.00017438124238925042,0.000501056949565781,101,560841,0.00016450590746445605
BATCH-2024-00813,35,Battery,5292,2024-09-26,2024-10-06,4969,Nokia,Japan,42,219.49,61,0,0,0.0,0,8,9,3,722,0.00019787338089100073,0.0003538789829112609,102,503406,0.00021173401481822628
BATCH-2026-00814,13,Battery,7993,2026-01-09,2026-01-29,7592,Onsemi,USA,46,98.93,89,0,0,0.0,0,478,1,1,252,0.00013306539717335389,0.0004888825988608853,89,428711,0.00021173401481822628
BATCH-2025-00815,38,Power IC,1219,2025-03-24,2025-04-12,1190,Xiaomi,South Korea,52,142.13,62,2,1,0.0008203445447087777,1,187,3,1,543,0.0002941454324685746,0.0007248486269555904,106,537180,0.00017735448108886377
BATCH-2025-00816,28,PCB,2906,2025-01-11,2025-01-25,2877,Kioxia,China,36,390.8,86,2,1,0.00034411562284927734,1,115,1,1,615,6.548471380186631e-05,0.00020932699508353792,108,509896,0.0002244207567666141
BATCH-2026-00817,13,Sensor,2078,2026-01-06,2026-01-15,2057,Onsemi,USA,46,98.93,89,0,0,0.0,0,475,1,1,255,0.00013306539717335389,0.0004888825988608853,89,428711,0.00016450590746445605
BATCH-2025-00818,7,Microcontroller,5107,2025-07-07,2025-07-25,5052,Foxconn,USA,50,411.74,84,0,0,0.0,0,292,7,3,438,0.0003217144075727912,0.0015438669764764946,105,555087,0.00013908905895273712
BATCH-2026-00819,35,Speaker,2257,2026-02-22,2026-03-08,2029,Nokia,Japan,42,219.49,61,1,1,0.00044306601683650863,1,522,2,1,208,0.00019787338089100073,0.0003538789829112609,102,503406,0.00019289953369198322
BATCH-2026-00820,44,PCB,2854,2026-03-14,2026-03-20,2825,Wistron,South Korea,50,232.01,87,0,0,0.0,0,542,3,1,188,0.00010336577465557791,0.000380745741124954,117,590216,0.0002244207567666141
BATCH-2025-00821,10,Processor,7481,2025-03-13,2025-03-25,7211,Panasonic,China,54,316.57,91,1,1,0.0001336719689881032,1,176,3,1,554,0.000144927638474753,0.0007549544377028447,94,435868,0.0001723848232239575
BATCH-2025-00822,4,Microcontroller,1687,2025-02-15,2025-03-01,1625,Intel,China,48,393.46,88,2,0,0.0,0,150,2,1,580,0.00018841892264149143,0.0009961276293195824,96,400272,0.00013908905895273712
BATCH-2025-00823,47,PCB,1488,2025-05-01,2025-05-20,1451,Molex,Japan,37,191.75,76,0,0,0.0,0,225,5,2,505,0.00015063481442028842,0.00045023343696729267,102,507171,0.0002244207567666141
BATCH-2026-00824,28,Processor,4782,2026-05-13,2026-05-28,4585,Kioxia,China,36,390.8,86,0,0,0.0,0,602,5,2,128,6.548471380186631e-05,0.00020932699508353792,108,509896,0.0001723848232239575
BATCH-2024-00825,43,Microcontroller,7554,2024-11-28,2024-12-12,7064,ASUSTeK,USA,30,46.84,60,1,1,0.00013238019592268997,0,71,11,4,659,0.00044469895714356904,0.0012463320250862553,87,411235,0.00013908905895273712
BATCH-2025-00826,42,Sensor,2524,2025-04-10,2025-04-26,2499,Acer,Germany,34,85.15,90,0,0,0.0,0,204,4,2,526,5.058942432590356e-05,0.0001440589145000144,106,511239,0.00016450590746445605
BATCH-2025-00827,20,Motherboard,6605,2025-11-22,2025-12-05,6539,Delta Electronics,South Korea,30,335.57,68,2,2,0.0003028009084027252,1,430,11,4,300,0.00014552538396359592,0.00035285670745256997,82,427248,0.0002354934172429249
BATCH-2025-00828,6,Motherboard,7534,2025-03-25,2025-04-03,7257,NVIDIA,Germany,38,463.53,74,2,2,0.0002654632333421821,1,188,3,1,542,0.00023377595866623649,0.0009271237760431065,104,528560,0.0002354934172429249
BATCH-2026-00829,25,Motherboard,4543,2026-02-09,2026-02-22,4498,Broadcom,USA,26,71.6,85,0,0,0.0,0,509,2,1,221,9.454505074439549e-05,0.0003137783114627588,84,481980,0.0002354934172429249
BATCH-2025-00830,14,Motherboard,9487,2025-03-18,2025-03-24,9375,STMicroelectronics,South Korea,31,23.81,77,2,2,0.00021081479919890376,1,181,3,1,549,0.0001573864901705702,0.00046936123067953895,91,385139,0.0002354934172429249
BATCH-2025-00831,22,Camera,4045,2025-07-02,2025-07-12,3738,Flex,China,43,157.56,86,0,0,0.0,0,287,7,3,443,6.527455789884103e-05,0.00021075148645526503,94,530055,0.00017585459338616095
BATCH-2025-00832,38,Display,5750,2025-01-23,2025-02-02,5512,Xiaomi,South Korea,52,142.13,62,1,1,0.00017391304347826088,1,127,1,1,603,0.0002941454324685746,0.0007248486269555904,106,537180,0.00016919115080672866
BATCH-2026-00833,20,Camera,8513,2026-06-07,2026-06-12,8177,Delta Electronics,South Korea,30,335.57,68,0,0,0.0,0,627,6,2,103,0.00014552538396359592,0.00035285670745256997,82,427248,0.00017585459338616095
BATCH-2025-00834,31,Sensor,7920,2025-06-20,2025-06-26,7739,Kyocera,USA,35,236.61,85,3,1,0.00012626262626262626,0,275,6,2,455,0.00018411673535101585,0.0009126920964599268,104,605811,0.00016450590746445605
BATCH-2026-00835,20,Camera,1583,2026-09-07,2026-09-14,1567,Delta Electronics,South Korea,30,335.57,68,0,0,0.0,0,719,9,3,11,0.00014552538396359592,0.00035285670745256997,82,427248,0.00017585459338616095
BATCH-2025-00836,36,Fan,149,2025-04-26,2025-05-03,143,Ericsson,Germany,60,205.45,68,0,0,0.0,0,220,4,2,510,0.00016582352511078637,0.0003750099810004351,109,536222,0.00012855165100050963
BATCH-2026-00837,45,Connector,2435,2026-07-24,2026-08-08,2355,Pegatron,Taiwan,47,251.52,66,1,1,0.0004106776180698152,1,674,7,3,56,0.0001275169517997213,0.0003266025273992103,94,477190,0.00020757696267843906
BATCH-2025-00838,39,Connector,7520,2025-02-18,2025-03-10,7101,Lenovo,Taiwan,57,331.63,71,1,0,0.0,0,153,2,1,577,0.00017438124238925042,0.000501056949565781,101,560841,0.00020757696267843906
BATCH-2026-00839,16,Power IC,6839,2026-07-20,2026-08-06,6681,Hitachi,China,57,483.82,88,1,0,0.0,0,670,7,3,60,8.336477286677332e-05,0.0004697935134049564,95,503392,0.00017735448108886377
BATCH-2026-00840,13,Sensor,1065,2026-05-13,2026-05-28,1051,Onsemi,USA,46,98.93,89,0,0,0.0,0,602,5,2,128,0.00013306539717335389,0.0004888825988608853,89,428711,0.00016450590746445605
BATCH-2025-00841,31,Power IC,8663,2025-09-14,2025-09-26,8505,Kyocera,USA,35,236.61,85,0,0,0.0,0,361,9,3,369,0.00018411673535101585,0.0009126920964599268,104,605811,0.00017735448108886377
BATCH-2025-00842,31,PCB,2234,2025-09-21,2025-09-30,2212,Kyocera,USA,35,236.61,85,2,2,0.0008952551477170994,1,368,9,3,362,0.00018411673535101585,0.0009126920964599268,104,605811,0.0002244207567666141
BATCH-2025-00843,41,Sensor,1473,2025-03-15,2025-03-22,1458,HP,Japan,60,204.38,85,0,0,0.0,0,178,3,1,552,0.00012231852387452777,0.00025339821295037224,87,408153,0.00016450590746445605
BATCH-2026-00844,45,Processor,4516,2026-07-17,2026-07-28,4196,Pegatron,Taiwan,47,251.52,66,2,2,0.0004428697962798937,1,667,7,3,63,0.0001275169517997213,0.0003266025273992103,94,477190,0.0001723848232239575
BATCH-2025-00845,8,Motherboard,750,2025-08-11,2025-08-21,742,LG Chem,South Korea,40,115.16,76,0,0,0.0,0,327,8,3,403,0.00013285380642027623,0.00028745834951003884,92,477433,0.0002354934172429249
BATCH-2025-00846,1,Processor,8176,2025-10-16,2025-11-01,7697,Samsung,USA,19,220.56,89,0,0,0.0,0,393,10,4,337,0.00017219294545324894,0.0013891588805521986,106,504263,0.0001723848232239575
BATCH-2025-00847,1,Fan,6612,2025-05-22,2025-05-27,6546,Samsung,USA,19,220.56,89,1,0,0.0,0,246,5,2,484,0.00017219294545324894,0.0013891588805521986,106,504263,0.00012855165100050963
BATCH-2025-00848,31,Motherboard,2746,2025-03-11,2025-03-19,2719,Kyocera,USA,35,236.61,85,0,0,0.0,0,174,3,1,556,0.00018411673535101585,0.0009126920964599268,104,605811,0.0002354934172429249
BATCH-2026-00849,13,Speaker,3095,2026-04-11,2026-04-29,3064,Onsemi,USA,46,98.93,89,1,0,0.0,0,570,4,2,160,0.00013306539717335389,0.0004888825988608853,89,428711,0.00019289953369198322
BATCH-2025-00850,39,Microcontroller,2132,2025-08-23,2025-09-04,2111,Lenovo,Taiwan,57,331.63,71,1,1,0.00046904315196998124,1,339,8,3,391,0.00017438124238925042,0.000501056949565781,101,560841,0.00013908905895273712
BATCH-2026-00851,40,Fan,3967,2026-06-18,2026-06-25,3657,Dell,China,20,392.38,81,0,0,0.0,0,638,6,2,92,0.00013234425192726218,0.0003712523513249762,101,498329,0.00012855165100050963
BATCH-2024-00852,46,Connector,9650,2024-12-21,2025-01-02,9346,Liteon,China,58,348.77,65,1,1,0.00010362694300518135,0,94,12,4,636,0.000177376316521378,0.0004995509860038717,96,502846,0.00020757696267843906
BATCH-2025-00853,14,Display,3280,2025-06-29,2025-07-13,3135,STMicroelectronics,South Korea,31,23.81,77,1,1,0.0003048780487804878,1,284,6,2,446,0.0001573864901705702,0.00046936123067953895,91,385139,0.00016919115080672866
BATCH-2025-00854,13,Microcontroller,9537,2025-02-26,2025-03-06,9147,Onsemi,USA,46,98.93,89,0,0,0.0,0,161,2,1,569,0.00013306539717335389,0.0004888825988608853,89,428711,0.00013908905895273712
BATCH-2025-00855,36,Motherboard,2976,2025-12-29,2026-01-03,2769,Ericsson,Germany,60,205.45,68,1,0,0.0,0,467,12,4,263,0.00016582352511078637,0.0003750099810004351,109,536222,0.0002354934172429249
BATCH-2025-00856,34,Speaker,6500,2025-08-04,2025-08-11,6403,Renesas,China,19,153.37,81,0,0,0.0,0,320,8,3,410,0.00020629854890063796,0.000928870183527049,112,540044,0.00019289953369198322
BATCH-2025-00857,15,Charger,6843,2025-03-23,2025-04-03,6547,SK Hynix,Taiwan,40,342.16,65,1,1,0.00014613473622680112,1,186,3,1,544,0.00026051175061660777,0.0007352320636847295,93,436297,0.0002259435803313693
BATCH-2025-00858,36,Processor,4568,2025-08-30,2025-09-14,4289,Ericsson,Germany,60,205.45,68,2,1,0.00021891418563922942,1,346,8,3,384,0.00016582352511078637,0.0003750099810004351,109,536222,0.0001723848232239575
BATCH-2025-00859,39,Speaker,8131,2025-04-03,2025-04-23,7936,Lenovo,Taiwan,57,331.63,71,1,0,0.0,0,197,4,2,533,0.00017438124238925042,0.000501056949565781,101,560841,0.00019289953369198322
BATCH-2026-00860,14,Fan,3390,2026-04-26,2026-05-06,3356,STMicroelectronics,South Korea,31,23.81,77,1,1,0.0002949852507374631,1,585,4,2,145,0.0001573864901705702,0.00046936123067953895,91,385139,0.00012855165100050963
BATCH-2025-00861,4,Battery,6866,2025-02-05,2025-02-14,6710,Intel,China,48,393.46,88,2,2,0.00029129041654529564,1,140,2,1,590,0.00018841892264149143,0.0009961276293195824,96,400272,0.00021173401481822628
BATCH-2026-00862,28,Power IC,6920,2026-03-07,2026-03-27,6687,Kioxia,China,36,390.8,86,1,1,0.00014450867052023122,1,535,3,1,195,6.548471380186631e-05,0.00020932699508353792,108,509896,0.00017735448108886377
BATCH-2024-00863,12,Fan,5444,2024-11-28,2024-12-14,5390,Amphenol,Germany,18,446.77,96,0,0,0.0,0,71,11,4,659,8.015372036339901e-05,0.00041034141517753633,113,576135,0.00012855165100050963
BATCH-2025-00864,3,Memory,7634,2025-11-08,2025-11-26,7336,Corning,Taiwan,24,487.86,63,1,1,0.00013099292638197538,0,416,11,4,314,0.0005290924687400791,0.0022824547846740364,105,511267,0.00013960848603418856
BATCH-2025-00865,4,Motherboard,482,2025-06-19,2025-06-24,477,Intel,China,48,393.46,88,0,0,0.0,0,274,6,2,456,0.00018841892264149143,0.0009961276293195824,96,400272,0.0002354934172429249
BATCH-2024-00866,16,Sensor,9961,2024-11-08,2024-11-14,9861,Hitachi,China,57,483.82,88,1,0,0.0,0,51,11,4,679,8.336477286677332e-05,0.0004697935134049564,95,503392,0.00016450590746445605
BATCH-2026-00867,21,Power IC,435,2026-03-08,2026-03-14,431,Jabil,Taiwan,58,416.67,76,0,0,0.0,0,536,3,1,194,0.00034128023110612925,0.0012045823376322067,117,579869,0.00017735448108886377
BATCH-2025-00868,36,Charger,1919,2025-05-21,2025-05-26,1762,Ericsson,Germany,60,205.45,68,2,1,0.0005211047420531526,1,245,5,2,485,0.00016582352511078637,0.0003750099810004351,109,536222,0.0002259435803313693
BATCH-2024-00869,16,Charger,8092,2024-12-17,2024-12-28,7699,Hitachi,China,57,483.82,88,2,2,0.00024715768660405336,1,90,12,4,640,8.336477286677332e-05,0.0004697935134049564,95,503392,0.0002259435803313693
BATCH-2026-00870,10,Processor,795,2026-06-02,2026-06-07,771,Panasonic,China,54,316.57,91,0,0,0.0,0,622,6,2,108,0.000144927638474753,0.0007549544377028447,94,435868,0.0001723848232239575
BATCH-2026-00871,24,Charger,7786,2026-09-05,2026-09-11,7556,Qualcomm,Germany,53,145.59,74,0,0,0.0,0,717,9,3,13,0.00017211444124561363,0.00048508112533674527,88,458321,0.0002259435803313693
BATCH-2024-00872,49,Processor,7178,2024-11-13,2024-11-27,6812,Coherent,USA,42,45.65,73,0,0,0.0,0,56,11,4,674,0.00034438539861380375,0.0009931063632699735,93,417736,0.0001723848232239575
BATCH-2025-00873,12,Display,759,2025-02-02,2025-02-15,727,Amphenol,Germany,18,446.77,96,0,0,0.0,0,137,2,1,593,8.015372036339901e-05,0.00041034141517753633,113,576135,0.00016919115080672866
BATCH-2026-00874,4,Charger,9868,2026-01-11,2026-01-26,9769,Intel,China,48,393.46,88,3,2,0.00020267531414673692,1,480,1,1,250,0.00018841892264149143,0.0009961276293195824,96,400272,0.0002259435803313693
BATCH-2026-00875,28,Microcontroller,4832,2026-01-25,2026-02-04,4784,Kioxia,China,36,390.8,86,1,1,0.00020695364238410596,1,494,1,1,236,6.548471380186631e-05,0.00020932699508353792,108,509896,0.00013908905895273712
BATCH-2026-00876,3,Motherboard,3710,2026-02-09,2026-02-14,3553,Corning,Taiwan,24,487.86,63,0,0,0.0,0,509,2,1,221,0.0005290924687400791,0.0022824547846740364,105,511267,0.0002354934172429249
BATCH-2025-00877,32,Microcontroller,7621,2025-03-24,2025-04-11,7260,Canon,South Korea,54,382.97,81,2,1,0.0001312163758037003,0,187,3,1,543,8.286140374041643e-05,0.0002525478149158471,93,484783,0.00013908905895273712
BATCH-2026-00878,25,Processor,671,2026-09-11,2026-09-17,664,Broadcom,USA,26,71.6,85,0,0,0.0,0,723,9,3,7,9.454505074439549e-05,0.0003137783114627588,84,481980,0.0001723848232239575
BATCH-2024-00879,8,Fan,1527,2024-12-31,2025-01-14,1453,LG Chem,South Korea,40,115.16,76,1,1,0.0006548788474132286,1,104,12,4,626,0.00013285380642027623,0.00028745834951003884,92,477433,0.00012855165100050963
BATCH-2025-00880,15,Power IC,365,2025-03-15,2025-03-28,338,SK Hynix,Taiwan,40,342.16,65,0,0,0.0,0,178,3,1,552,0.00026051175061660777,0.0007352320636847295,93,436297,0.00017735448108886377
BATCH-2025-00881,11,Speaker,7624,2025-06-28,2025-07-07,7548,Murata,Japan,22,178.55,88,0,0,0.0,0,283,6,2,447,0.00015599689945027513,0.0009387029695731565,105,551463,0.00019289953369198322
BATCH-2025-00882,28,Memory,1627,2025-11-07,2025-11-26,1588,Kioxia,China,36,390.8,86,0,0,0.0,0,415,11,4,315,6.548471380186631e-05,0.00020932699508353792,108,509896,0.00013960848603418856
BATCH-2026-00883,16,Fan,8147,2026-07-19,2026-08-04,8066,Hitachi,China,57,483.82,88,0,0,0.0,0,669,7,3,61,8.336477286677332e-05,0.0004697935134049564,95,503392,0.00012855165100050963
BATCH-2024-00884,33,PCB,4225,2024-11-19,2024-11-24,4056,Denso,Taiwan,41,277.68,84,1,1,0.00023668639053254438,1,62,11,4,668,0.00013528007016307464,0.0006519489677036868,119,602071,0.0002244207567666141
BATCH-2024-00885,11,Display,9813,2024-11-26,2024-12-11,9715,Murata,Japan,22,178.55,88,0,0,0.0,0,69,11,4,661,0.00015599689945027513,0.0009387029695731565,105,551463,0.00016919115080672866
BATCH-2026-00886,18,Microcontroller,7928,2026-08-30,2026-09-13,7647,Bosch,Germany,18,96.36,77,0,0,0.0,0,711,8,3,19,0.00021806730730221415,0.0007021012099867912,110,557568,0.00013908905895273712
BATCH-2025-00887,43,Motherboard,2615,2025-06-04,2025-06-18,2511,ASUSTeK,USA,30,46.84,60,1,1,0.0003824091778202677,1,259,6,2,471,0.00044469895714356904,0.0012463320250862553,87,411235,0.0002354934172429249
BATCH-2026-00888,1,Display,3373,2026-05-21,2026-05-30,3339,Samsung,USA,19,220.56,89,0,0,0.0,0,610,5,2,120,0.00017219294545324894,0.0013891588805521986,106,504263,0.00016919115080672866
BATCH-2026-00889,2,Motherboard,2958,2026-02-07,2026-02-15,2927,TSMC,South Korea,34,349.29,92,0,0,0.0,0,507,2,1,223,0.0001216095118122708,0.0004158402802419921,99,473547,0.0002354934172429249
BATCH-2025-00890,7,Microcontroller,6804,2025-08-24,2025-09-01,6615,Foxconn,USA,50,411.74,84,1,1,0.00014697236919459142,1,340,8,3,390,0.0003217144075727912,0.0015438669764764946,105,555087,0.00013908905895273712
BATCH-2025-00891,18,Sensor,1764,2025-08-04,2025-08-12,1698,Bosch,Germany,18,96.36,77,0,0,0.0,0,320,8,3,410,0.00021806730730221415,0.0007021012099867912,110,557568,0.00016450590746445605
BATCH-2025-00892,6,Connector,1089,2025-09-28,2025-10-05,1051,NVIDIA,Germany,38,463.53,74,0,0,0.0,0,375,9,3,355,0.00023377595866623649,0.0009271237760431065,104,528560,0.00020757696267843906
BATCH-2025-00893,23,Microcontroller,2492,2025-04-13,2025-04-21,2407,ASE,Japan,50,402.77,91,0,0,0.0,0,207,4,2,523,6.663525433902222e-05,0.00015954052120490043,90,441864,0.00013908905895273712
BATCH-2026-00894,18,Speaker,8993,2026-08-09,2026-08-23,8578,Bosch,Germany,18,96.36,77,0,0,0.0,0,690,8,3,40,0.00021806730730221415,0.0007021012099867912,110,557568,0.00019289953369198322
BATCH-2024-00895,40,Charger,1407,2024-12-10,2024-12-29,1393,Dell,China,20,392.38,81,1,1,0.0007107320540156361,1,83,12,4,647,0.00013234425192726218,0.0003712523513249762,101,498329,0.0002259435803313693
BATCH-2025-00896,28,Camera,8039,2025-12-09,2025-12-28,7959,Kioxia,China,36,390.8,86,2,0,0.0,0,447,12,4,283,6.548471380186631e-05,0.00020932699508353792,108,509896,0.00017585459338616095
BATCH-2025-00897,7,Microcontroller,5167,2025-10-26,2025-11-06,5115,Foxconn,USA,50,411.74,84,2,2,0.0003870718018192375,1,403,10,4,327,0.0003217144075727912,0.0015438669764764946,105,555087,0.00013908905895273712
BATCH-2025-00898,14,Speaker,469,2025-04-07,2025-04-24,437,STMicroelectronics,South Korea,31,23.81,77,0,0,0.0,0,201,4,2,529,0.0001573864901705702,0.00046936123067953895,91,385139,0.00019289953369198322
BATCH-2025-00899,41,Charger,2811,2025-11-04,2025-11-12,2649,HP,Japan,60,204.38,85,2,2,0.000711490572749911,1,412,11,4,318,0.00012231852387452777,0.00025339821295037224,87,408153,0.0002259435803313693
BATCH-2025-00900,3,Battery,6992,2025-04-23,2025-04-29,6627,Corning,Taiwan,24,487.86,63,1,1,0.00014302059496567506,1,217,4,2,513,0.0005290924687400791,0.0022824547846740364,105,511267,0.00021173401481822628
BATCH-2025-00901,43,Charger,732,2025-03-03,2025-03-15,700,ASUSTeK,USA,30,46.84,60,1,1,0.001366120218579235,1,166,3,1,564,0.00044469895714356904,0.0012463320250862553,87,411235,0.0002259435803313693
BATCH-2025-00902,10,Charger,9521,2025-05-13,2025-05-20,9426,Panasonic,China,54,316.57,91,1,0,0.0,0,237,5,2,493,0.000144927638474753,0.0007549544377028447,94,435868,0.0002259435803313693
BATCH-2025-00903,16,Power IC,1815,2025-12-30,2026-01-15,1758,Hitachi,China,57,483.82,88,0,0,0.0,0,468,12,4,262,8.336477286677332e-05,0.0004697935134049564,95,503392,0.00017735448108886377
BATCH-2025-00904,36,Memory,8216,2025-01-27,2025-02-08,7834,Ericsson,Germany,60,205.45,68,2,2,0.00024342745861733204,1,131,1,1,599,0.00016582352511078637,0.0003750099810004351,109,536222,0.00013960848603418856
BATCH-2024-00905,8,Charger,9546,2024-12-03,2024-12-18,9359,LG Chem,South Korea,40,115.16,76,1,0,0.0,0,76,12,4,654,0.00013285380642027623,0.00028745834951003884,92,477433,0.0002259435803313693
BATCH-2024-00906,34,Processor,2829,2024-12-01,2024-12-07,2714,Renesas,China,19,153.37,81,2,2,0.0007069635913750442,1,74,12,4,656,0.00020629854890063796,0.000928870183527049,112,540044,0.0001723848232239575
BATCH-2025-00907,42,Power IC,401,2025-12-20,2025-12-27,383,Acer,Germany,34,85.15,90,0,0,0.0,0,458,12,4,272,5.058942432590356e-05,0.0001440589145000144,106,511239,0.00017735448108886377
BATCH-2025-00908,22,Display,4390,2025-08-22,2025-09-01,4146,Flex,China,43,157.56,86,1,0,0.0,0,338,8,3,392,6.527455789884103e-05,0.00021075148645526503,94,530055,0.00016919115080672866
BATCH-2025-00909,37,Power IC,5501,2025-09-11,2025-09-19,5446,Huawei,USA,60,118.5,92,0,0,0.0,0,358,9,3,372,0.00010426815057621344,0.0003557497462935021,91,442918,0.00017735448108886377
BATCH-2026-00910,25,Connector,7588,2026-08-17,2026-08-29,7060,Broadcom,USA,26,71.6,85,0,0,0.0,0,698,8,3,32,9.454505074439549e-05,0.0003137783114627588,84,481980,0.00020757696267843906
BATCH-2026-00911,7,Processor,1442,2026-08-07,2026-08-19,1405,Foxconn,USA,50,411.74,84,0,0,0.0,0,688,8,3,42,0.0003217144075727912,0.0015438669764764946,105,555087,0.0001723848232239575
BATCH-2024-00912,16,Fan,9995,2024-11-18,2024-12-04,9895,Hitachi,China,57,483.82,88,0,0,0.0,0,61,11,4,669,8.336477286677332e-05,0.0004697935134049564,95,503392,0.00012855165100050963
BATCH-2024-00913,47,Processor,2138,2024-10-06,2024-10-18,2013,Molex,Japan,37,191.75,76,0,0,0.0,0,18,10,4,712,0.00015063481442028842,0.00045023343696729267,102,507171,0.0001723848232239575
BATCH-2026-00914,30,Display,9341,2026-04-29,2026-05-18,9081,Western Digital,Germany,16,59.04,65,0,0,0.0,0,588,4,2,142,0.00026662885278630423,0.0008545899187981254,93,459619,0.00016919115080672866
BATCH-2025-00915,40,Power IC,4421,2025-04-19,2025-05-01,4174,Dell,China,20,392.38,81,0,0,0.0,0,213,4,2,517,0.00013234425192726218,0.0003712523513249762,101,498329,0.00017735448108886377
BATCH-2024-00916,4,Fan,1107,2024-11-27,2024-12-03,1091,Intel,China,48,393.46,88,0,0,0.0,0,70,11,4,660,0.00018841892264149143,0.0009961276293195824,96,400272,0.00012855165100050963
BATCH-2025-00917,17,Processor,9729,2025-07-31,2025-08-17,9181,Mitsubishi,Japan,33,186.49,72,0,0,0.0,0,316,7,3,414,0.00014815223187369047,0.00046308585294764547,114,569061,0.0001723848232239575
BATCH-2025-00918,36,Memory,6083,2025-02-11,2025-03-01,5875,Ericsson,Germany,60,205.45,68,0,0,0.0,0,146,2,1,584,0.00016582352511078637,0.0003750099810004351,109,536222,0.00013960848603418856
BATCH-2025-00919,5,PCB,8886,2025-09-22,2025-10-06,8724,Apple,Japan,38,226.29,64,0,0,0.0,0,369,9,3,361,0.00029304167774806515,0.0010333897385835877,92,488005,0.0002244207567666141
BATCH-2026-00920,12,Sensor,2822,2026-02-06,2026-02-11,2738,Amphenol,Germany,18,446.77,96,0,0,0.0,0,506,2,1,224,8.015372036339901e-05,0.00041034141517753633,113,576135,0.00016450590746445605
BATCH-2025-00921,23,Connector,1954,2025-06-01,2025-06-11,1924,ASE,Japan,50,402.77,91,0,0,0.0,0,256,6,2,474,6.663525433902222e-05,0.00015954052120490043,90,441864,0.00020757696267843906
BATCH-2026-00922,27,PCB,2994,2026-07-08,2026-07-21,2964,Infineon,Taiwan,51,333.1,89,1,1,0.00033400133600534405,1,658,7,3,72,0.00011089276239704126,0.00035581711278072977,111,553940,0.0002244207567666141
BATCH-2025-00923,38,PCB,3804,2025-01-11,2025-01-19,3632,Xiaomi,South Korea,52,142.13,62,4,3,0.0007886435331230284,1,115,1,1,615,0.0002941454324685746,0.0007248486269555904,106,537180,0.0002244207567666141
BATCH-2026-00924,6,Sensor,6752,2026-05-15,2026-06-01,6684,NVIDIA,Germany,38,463.53,74,2,1,0.0001481042654028436,1,604,5,2,126,0.00023377595866623649,0.0009271237760431065,104,528560,0.00016450590746445605
BATCH-2025-00925,45,Motherboard,3361,2025-07-01,2025-07-20,3063,Pegatron,Taiwan,47,251.52,66,0,0,0.0,0,286,7,3,444,0.0001275169517997213,0.0003266025273992103,94,477190,0.0002354934172429249
BATCH-2024-00926,2,Fan,483,2024-10-05,2024-10-15,449,TSMC,South Korea,34,349.29,92,1,1,0.002070393374741201,1,17,10,4,713,0.0001216095118122708,0.0004158402802419921,99,473547,0.00012855165100050963
BATCH-2025-00927,15,Charger,5693,2025-11-01,2025-11-20,5566,SK Hynix,Taiwan,40,342.16,65,1,0,0.0,0,409,11,4,321,0.00026051175061660777,0.0007352320636847295,93,436297,0.0002259435803313693
BATCH-2026-00928,25,Battery,6703,2026-06-09,2026-06-19,6421,Broadcom,USA,26,71.6,85,0,0,0.0,0,629,6,2,101,9.454505074439549e-05,0.0003137783114627588,84,481980,0.00021173401481822628
BATCH-2025-00929,14,Power IC,8651,2025-11-27,2025-12-04,8298,STMicroelectronics,South Korea,31,23.81,77,0,0,0.0,0,435,11,4,295,0.0001573864901705702,0.00046936123067953895,91,385139,0.00017735448108886377
BATCH-2025-00930,16,Power IC,6971,2025-05-16,2025-05-31,6874,Hitachi,China,57,483.82,88,0,0,0.0,0,240,5,2,490,8.336477286677332e-05,0.0004697935134049564,95,503392,0.00017735448108886377
BATCH-2026-00931,19,Sensor,123,2026-07-01,2026-07-14,120,Sumitomo,USA,36,238.9,64,1,0,0.0,0,651,7,3,79,0.00016876737493119937,0.00039378300837730447,91,458378,0.00016450590746445605
BATCH-2025-00932,2,Processor,1715,2025-06-10,2025-06-23,1667,TSMC,South Korea,34,349.29,92,0,0,0.0,0,265,6,2,465,0.0001216095118122708,0.0004158402802419921,99,473547,0.0001723848232239575
BATCH-2026-00933,31,Processor,6620,2026-07-18,2026-07-31,6554,Kyocera,USA,35,236.61,85,1,1,0.00015105740181268882,1,668,7,3,62,0.00018411673535101585,0.0009126920964599268,104,605811,0.0001723848232239575
BATCH-2024-00934,23,Processor,2939,2024-12-28,2025-01-15,2910,ASE,Japan,50,402.77,91,0,0,0.0,0,101,12,4,629,6.663525433902222e-05,0.00015954052120490043,90,441864,0.0001723848232239575
