unit_id,batch_id,checkpoint_id,checkpoint_name,result,tested_date,tester_id
UNIT-12098,BATCH-2025-00845,4,Battery,Pass,2025-08-24,TEST035
UNIT-12099,BATCH-2025-00845,4,Battery,Pass,2025-08-23,TEST049
UNIT-12100,BATCH-2025-00845,1,Electrical,Pass,2025-08-23,TEST020
UNIT-12101,BATCH-2025-00845,6,Connectivity,Pass,2025-08-23,TEST035
UNIT-12102,BATCH-2025-00845,8,Final,Pass,2025-08-22,TEST050
UNIT-12103,BATCH-2025-00845,8,Final,Pass,2025-08-25,TEST031
UNIT-12104,BATCH-2025-00845,6,Connectivity,Pass,2025-08-24,TEST027
UNIT-12105,BATCH-2025-00845,1,Electrical,Pass,2025-08-22,TEST029
UNIT-12106,BATCH-2025-00845,7,Thermal,Pass,2025-08-27,TEST038
UNIT-12107,BATCH-2025-00845,7,Thermal,Pass,2025-08-24,TEST027
UNIT-12108,BATCH-2025-00846,6,Connectivity,Pass,2025-11-01,TEST006
UNIT-12109,BATCH-2025-00846,8,Final,Pass,2025-11-07,TEST013
UNIT-12110,BATCH-2025-00846,7,Thermal,Pass,2025-11-01,TEST047
UNIT-12111,BATCH-2025-00846,6,Connectivity,Pass,2025-11-06,TEST006
UNIT-12112,BATCH-2025-00846,1,Electrical,Pass,2025-11-06,TEST019
UNIT-12113,BATCH-2025-00846,1,Electrical,Pass,2025-11-07,TEST026
UNIT-12114,BATCH-2025-00846,6,Connectivity,Pass,2025-11-01,TEST009
UNIT-12115,BATCH-2025-00846,4,Battery,Pass,2025-11-04,TEST011
UNIT-12116,BATCH-2025-00846,6,Connectivity,Pass,2025-11-05,TEST025
UNIT-12117,BATCH-2025-00846,5,Screen,Pass,2025-11-04,TEST035
UNIT-12118,BATCH-2025-00846,7,Thermal,Pass,2025-11-01,TEST001
UNIT-12119,BATCH-2025-00846,7,Thermal,Pass,2025-11-02,TEST044
UNIT-12120,BATCH-2025-00847,5,Screen,Pass,2025-05-30,TEST050
UNIT-12121,BATCH-2025-00847,1,Electrical,Pass,2025-05-27,TEST003
UNIT-12122,BATCH-2025-00847,1,Electrical,Pass,2025-05-30,TEST022
UNIT-12123,BATCH-2025-00847,2,Camera,Pass,2025-05-29,TEST018
UNIT-12124,BATCH-2025-00847,8,Final,Pass,2025-06-03,TEST016
UNIT-12125,BATCH-2025-00847,2,Camera,Pass,2025-05-30,TEST001
UNIT-12126,BATCH-2025-00847,6,Connectivity,Pass,2025-05-28,TEST041
UNIT-12127,BATCH-2025-00847,6,Connectivity,Pass,2025-06-02,TEST049
UNIT-12128,BATCH-2025-00847,7,Thermal,Pass,2025-05-30,TEST044
UNIT-12129,BATCH-2025-00847,1,Electrical,Pass,2025-05-30,TEST048
UNIT-12130,BATCH-2025-00847,6,Connectivity,Fail,2025-05-27,TEST047
UNIT-12131,BATCH-2025-00847,4,Battery,Pass,2025-05-28,TEST041
UNIT-12132,BATCH-2025-00847,7,Thermal,Pass,2025-05-30,TEST026
UNIT-12133,BATCH-2025-00847,5,Screen,Pass,2025-06-03,TEST014
UNIT-12134,BATCH-2025-00848,2,Camera,Pass,2025-03-22,TEST026
UNIT-12135,BATCH-2025-00848,5,Screen,Pass,2025-03-26,TEST042
UNIT-12136,BATCH-2025-00848,1,Electrical,Pass,2025-03-24,TEST004
UNIT-12137,BATCH-2025-00848,1,Electrical,Pass,2025-03-19,TEST019
UNIT-12138,BATCH-2025-00848,5,Screen,Pass,2025-03-25,TEST024
UNIT-12139,BATCH-2025-00848,5,Screen,Pass,2025-03-26,TEST046
UNIT-12140,BATCH-2025-00848,3,Speaker,Pass,2025-03-26,TEST009
UNIT-12141,BATCH-2025-00848,1,Electrical,Pass,2025-03-20,TEST050
UNIT-12142,BATCH-2025-00848,2,Camera,Pass,2025-03-26,TEST016
UNIT-12143,BATCH-2025-00848,7,Thermal,Pass,2025-03-23,TEST005
UNIT-12144,BATCH-2025-00848,1,Electrical,Pass,2025-03-20,TEST021
UNIT-12145,BATCH-2025-00848,2,Camera,Pass,2025-03-24,TEST034
UNIT-12146,BATCH-2026-00849,7,Thermal,Pass,2026-05-05,TEST032
UNIT-12147,BATCH-2026-00849,8,Final,Pass,2026-05-05,TEST041
UNIT-12148,BATCH-2026-00849,3,Speaker,Pass,2026-05-03,TEST033
UNIT-12149,BATCH-2026-00849,4,Battery,Pass,2026-05-02,TEST012
UNIT-12150,BATCH-2026-00849,1,Electrical,Pass,2026-05-06,TEST019
UNIT-12151,BATCH-2026-00849,7,Thermal,Pass,2026-05-02,TEST013
UNIT-12152,BATCH-2026-00849,1,Electrical,Pass,2026-04-29,TEST041
UNIT-12153,BATCH-2026-00849,3,Speaker,Pass,2026-05-06,TEST044
UNIT-12154,BATCH-2026-00849,5,Screen,Pass,2026-05-05,TEST027
UNIT-12155,BATCH-2026-00849,3,Speaker,Fail,2026-04-29,TEST044
UNIT-12156,BATCH-2026-00849,1,Electrical,Pass,2026-05-02,TEST003
UNIT-12157,BATCH-2026-00849,5,Screen,Pass,2026-05-03,TEST028
UNIT-12158,BATCH-2026-00849,6,Connectivity,Pass,2026-05-01,TEST001
UNIT-12159,BATCH-2026-00849,6,Connectivity,Pass,2026-05-01,TEST027
UNIT-12160,BATCH-2026-00849,1,Electrical,Pass,2026-05-04,TEST050
UNIT-12161,BATCH-2026-00849,5,Screen,Pass,2026-05-05,TEST041
UNIT-12162,BATCH-2026-00849,4,Battery,Pass,2026-05-04,TEST034
UNIT-12163,BATCH-2025-00850,8,Final,Pass,2025-09-10,TEST046
UNIT-12164,BATCH-2025-00850,1,Electrical,Pass,2025-09-10,TEST030
UNIT-12165,BATCH-2025-00850,1,Electrical,Pass,2025-09-11,TEST008
UNIT-12166,BATCH-2025-00850,7,Thermal,Pass,2025-09-10,TEST033
UNIT-12167,BATCH-2025-00850,4,Battery,Pass,2025-09-09,TEST031
UNIT-12168,BATCH-2025-00850,6,Connectivity,Pass,2025-09-06,TEST030
UNIT-12169,BATCH-2025-00850,6,Connectivity,Pass,2025-09-04,TEST001
UNIT-12170,BATCH-2025-00850,5,Screen,Pass,2025-09-05,TEST001
UNIT-12171,BATCH-2025-00850,6,Connectivity,Pass,2025-09-04,TEST044
UNIT-12172,BATCH-2025-00850,7,Thermal,Pass,2025-09-09,TEST016
UNIT-12173,BATCH-2025-00850,8,Final,Pass,2025-09-09,TEST032
UNIT-12174,BATCH-2025-00850,5,Screen,Pass,2025-09-06,TEST037
UNIT-12175,BATCH-2025-00850,3,Speaker,Pass,2025-09-04,TEST027
UNIT-12176,BATCH-2025-00850,6,Connectivity,Pass,2025-09-09,TEST017
UNIT-12177,BATCH-2025-00850,7,Thermal,Pass,2025-09-06,TEST015
UNIT-12178,BATCH-2025-00850,7,Thermal,Pass,2025-09-06,TEST015
UNIT-12179,BATCH-2025-00850,3,Speaker,Fail,2025-09-05,TEST042
UNIT-12180,BATCH-2025-00850,1,Electrical,Pass,2025-09-04,TEST002
UNIT-12181,BATCH-2026-00851,3,Speaker,Pass,2026-06-30,TEST019
UNIT-12182,BATCH-2026-00851,5,Screen,Pass,2026-07-01,TEST008
UNIT-12183,BATCH-2026-00851,8,Final,Pass,2026-06-29,TEST011
UNIT-12184,BATCH-2026-00851,5,Screen,Pass,2026-07-02,TEST050
UNIT-12185,BATCH-2026-00851,4,Battery,Pass,2026-06-28,TEST022
UNIT-12186,BATCH-2026-00851,1,Electrical,Pass,2026-06-30,TEST004
UNIT-12187,BATCH-2026-00851,8,Final,Pass,2026-06-26,TEST008
UNIT-12188,BATCH-2026-00851,2,Camera,Pass,2026-06-26,TEST003
UNIT-12189,BATCH-2026-00851,2,Camera,Pass,2026-06-28,TEST011
UNIT-12190,BATCH-2026-00851,1,Electrical,Pass,2026-07-02,TEST016
UNIT-12191,BATCH-2026-00851,6,Connectivity,Pass,2026-06-30,TEST032
UNIT-12192,BATCH-2026-00851,2,Camera,Pass,2026-06-28,TEST010
UNIT-12193,BATCH-2026-00851,3,Speaker,Pass,2026-07-01,TEST048
UNIT-12194,BATCH-2026-00851,5,Screen,Pass,2026-06-27,TEST007
UNIT-12195,BATCH-2026-00851,4,Battery,Pass,2026-06-30,TEST017
UNIT-12196,BATCH-2026-00851,4,Battery,Pass,2026-06-27,TEST024
UNIT-12197,BATCH-2026-00851,6,Connectivity,Pass,2026-07-01,TEST028
UNIT-12198,BATCH-2024-00852,1,Electrical,Pass,2025-01-05,TEST009
UNIT-12199,BATCH-2024-00852,5,Screen,Pass,2025-01-02,TEST007
UNIT-12200,BATCH-2024-00852,6,Connectivity,Pass,2025-01-06,TEST018
UNIT-12201,BATCH-2024-00852,3,Speaker,Pass,2025-01-02,TEST002
UNIT-12202,BATCH-2024-00852,3,Speaker,Pass,2025-01-06,TEST023
UNIT-12203,BATCH-2024-00852,8,Final,Pass,2025-01-03,TEST041
UNIT-12204,BATCH-2024-00852,8,Final,Pass,2025-01-07,TEST050
UNIT-12205,BATCH-2024-00852,8,Final,Pass,2025-01-07,TEST009
UNIT-12206,BATCH-2024-00852,6,Connectivity,Pass,2025-01-05,TEST046
UNIT-12207,BATCH-2024-00852,7,Thermal,Pass,2025-01-06,TEST049
UNIT-12208,BATCH-2024-00852,6,Connectivity,Pass,2025-01-08,TEST003
UNIT-12209,BATCH-2024-00852,6,Connectivity,Pass,2025-01-03,TEST041
UNIT-12210,BATCH-2024-00852,4,Battery,Fail,2025-01-03,TEST034
UNIT-12211,BATCH-2024-00852,5,Screen,Pass,2025-01-07,TEST018
UNIT-12212,BATCH-2024-00852,2,Camera,Pass,2025-01-09,TEST036
UNIT-12213,BATCH-2024-00852,2,Camera,Pass,2025-01-04,TEST047
UNIT-12214,BATCH-2024-00852,6,Connectivity,Pass,2025-01-07,TEST019
UNIT-12215,BATCH-2025-00853,2,Camera,Pass,2025-07-18,TEST029
UNIT-12216,BATCH-2025-00853,7,Thermal,Pass,2025-07-18,TEST032
UNIT-12217,BATCH-2025-00853,2,Camera,Pass,2025-07-20,TEST007
UNIT-12218,BATCH-2025-00853,7,Thermal,Pass,2025-07-20,TEST022
UNIT-12219,BATCH-2025-00853,4,Battery,Pass,2025-07-17,TEST013
UNIT-12220,BATCH-2025-00853,3,Speaker,Pass,2025-07-19,TEST027
UNIT-12221,BATCH-2025-00853,4,Battery,Pass,2025-07-20,TEST033
UNIT-12222,BATCH-2025-00853,7,Thermal,Pass,2025-07-17,TEST039
UNIT-12223,BATCH-2025-00853,8,Final,Pass,2025-07-19,TEST018
UNIT-12224,BATCH-2025-00853,5,Screen,Pass,2025-07-15,TEST049
UNIT-12225,BATCH-2025-00853,2,Camera,Pass,2025-07-15,TEST009
UNIT-12226,BATCH-2025-00853,1,Electrical,Pass,2025-07-20,TEST042
UNIT-12227,BATCH-2025-00853,6,Connectivity,Pass,2025-07-19,TEST007
UNIT-12228,BATCH-2025-00853,6,Connectivity,Pass,2025-07-17,TEST034
UNIT-12229,BATCH-2025-00853,5,Screen,Fail,2025-07-15,TEST045
UNIT-12230,BATCH-2025-00854,8,Final,Pass,2025-03-09,TEST047
UNIT-12231,BATCH-2025-00854,7,Thermal,Pass,2025-03-12,TEST009
UNIT-12232,BATCH-2025-00854,8,Final,Pass,2025-03-10,TEST037
UNIT-12233,BATCH-2025-00854,8,Final,Pass,2025-03-09,TEST018
UNIT-12234,BATCH-2025-00854,3,Speaker,Pass,2025-03-08,TEST023
UNIT-12235,BATCH-2025-00854,5,Screen,Pass,2025-03-11,TEST031
UNIT-12236,BATCH-2025-00854,3,Speaker,Pass,2025-03-07,TEST039
UNIT-12237,BATCH-2025-00854,6,Connectivity,Pass,2025-03-12,TEST040
UNIT-12238,BATCH-2025-00854,2,Camera,Pass,2025-03-11,TEST034
UNIT-12239,BATCH-2025-00854,6,Connectivity,Pass,2025-03-12,TEST024
UNIT-12240,BATCH-2025-00854,7,Thermal,Pass,2025-03-11,TEST025
UNIT-12241,BATCH-2025-00854,7,Thermal,Pass,2025-03-08,TEST025
UNIT-12242,BATCH-2025-00855,3,Speaker,Pass,2026-01-06,TEST001
UNIT-12243,BATCH-2025-00855,6,Connectivity,Pass,2026-01-04,TEST043
UNIT-12244,BATCH-2025-00855,5,Screen,Pass,2026-01-04,TEST012
UNIT-12245,BATCH-2025-00855,2,Camera,Fail,2026-01-07,TEST006
UNIT-12246,BATCH-2025-00855,3,Speaker,Pass,2026-01-08,TEST047
UNIT-12247,BATCH-2025-00855,8,Final,Pass,2026-01-09,TEST030
UNIT-12248,BATCH-2025-00855,3,Speaker,Pass,2026-01-06,TEST037
UNIT-12249,BATCH-2025-00855,2,Camera,Pass,2026-01-10,TEST003
UNIT-12250,BATCH-2025-00855,1,Electrical,Pass,2026-01-08,TEST020
UNIT-12251,BATCH-2025-00855,2,Camera,Pass,2026-01-10,TEST008
UNIT-12252,BATCH-2025-00855,3,Speaker,Pass,2026-01-06,TEST006
UNIT-12253,BATCH-2025-00855,3,Speaker,Pass,2026-01-03,TEST039
UNIT-12254,BATCH-2025-00855,5,Screen,Pass,2026-01-03,TEST002
UNIT-12255,BATCH-2025-00855,6,Connectivity,Pass,2026-01-07,TEST049
UNIT-12256,BATCH-2025-00856,6,Connectivity,Pass,2025-08-17,TEST040
UNIT-12257,BATCH-2025-00856,3,Speaker,Pass,2025-08-11,TEST044
UNIT-12258,BATCH-2025-00856,6,Connectivity,Pass,2025-08-15,TEST012
UNIT-12259,BATCH-2025-00856,4,Battery,Pass,2025-08-11,TEST031
UNIT-12260,BATCH-2025-00856,7,Thermal,Pass,2025-08-14,TEST016
UNIT-12261,BATCH-2025-00856,1,Electrical,Pass,2025-08-12,TEST034
UNIT-12262,BATCH-2025-00856,3,Speaker,Pass,2025-08-11,TEST036
UNIT-12263,BATCH-2025-00856,2,Camera,Pass,2025-08-18,TEST012
UNIT-12264,BATCH-2025-00856,3,Speaker,Pass,2025-08-13,TEST016
UNIT-12265,BATCH-2025-00856,8,Final,Pass,2025-08-12,TEST014
UNIT-12266,BATCH-2025-00856,5,Screen,Pass,2025-08-17,TEST005
UNIT-12267,BATCH-2025-00856,2,Camera,Pass,2025-08-16,TEST042
UNIT-12268,BATCH-2025-00857,8,Final,Pass,2025-04-06,TEST010
UNIT-12269,BATCH-2025-00857,2,Camera,Pass,2025-04-10,TEST017
UNIT-12270,BATCH-2025-00857,3,Speaker,Pass,2025-04-03,TEST050
UNIT-12271,BATCH-2025-00857,1,Electrical,Pass,2025-04-10,TEST028
UNIT-12272,BATCH-2025-00857,2,Camera,Pass,2025-04-07,TEST004
UNIT-12273,BATCH-2025-00857,2,Camera,Fail,2025-04-03,TEST003
UNIT-12274,BATCH-2025-00857,5,Screen,Pass,2025-04-08,TEST040
UNIT-12275,BATCH-2025-00857,8,Final,Pass,2025-04-03,TEST039
UNIT-12276,BATCH-2025-00857,2,Camera,Pass,2025-04-08,TEST012
UNIT-12277,BATCH-2025-00857,3,Speaker,Pass,2025-04-04,TEST038
UNIT-12278,BATCH-2025-00857,8,Final,Pass,2025-04-04,TEST040
UNIT-12279,BATCH-2025-00857,8,Final,Pass,2025-04-04,TEST047
UNIT-12280,BATCH-2025-00857,2,Camera,Pass,2025-04-10,TEST022
UNIT-12281,BATCH-2025-00857,4,Battery,Pass,2025-04-08,TEST006
UNIT-12282,BATCH-2025-00857,4,Battery,Pass,2025-04-07,TEST031
UNIT-12283,BATCH-2025-00857,2,Camera,Pass,2025-04-10,TEST008
UNIT-12284,BATCH-2025-00858,4,Battery,Pass,2025-09-16,TEST040
UNIT-12285,BATCH-2025-00858,6,Connectivity,Pass,2025-09-17,TEST021
UNIT-12286,BATCH-2025-00858,8,Final,Pass,2025-09-18,TEST001
UNIT-12287,BATCH-2025-00858,1,Electrical,Pass,2025-09-18,TEST045
UNIT-12288,BATCH-2025-00858,2,Camera,Pass,2025-09-14,TEST023
UNIT-12289,BATCH-2025-00858,1,Electrical,Pass,2025-09-20,TEST047
UNIT-12290,BATCH-2025-00858,3,Speaker,Pass,2025-09-17,TEST032
UNIT-12291,BATCH-2025-00858,2,Camera,Pass,2025-09-16,TEST016
UNIT-12292,BATCH-2025-00858,3,Speaker,Pass,2025-09-21,TEST014
UNIT-12293,BATCH-2025-00858,7,Thermal,Fail,2025-09-17,TEST007
UNIT-12294,BATCH-2025-00858,1,Electrical,Pass,2025-09-16,TEST038
UNIT-12295,BATCH-2025-00858,7,Thermal,Fail,2025-09-17,TEST041
UNIT-12296,BATCH-2025-00858,1,Electrical,Pass,2025-09-18,TEST010
UNIT-12297,BATCH-2025-00858,8,Final,Pass,2025-09-16,TEST023
UNIT-12298,BATCH-2025-00858,4,Battery,Pass,2025-09-14,TEST013
UNIT-12299,BATCH-2025-00858,1,Electrical,Pass,2025-09-14,TEST008
UNIT-12300,BATCH-2025-00859,2,Camera,Pass,2025-04-27,TEST034
UNIT-12301,BATCH-2025-00859,7,Thermal,Pass,2025-04-28,TEST046
UNIT-12302,BATCH-2025-00859,2,Camera,Pass,2025-04-26,TEST025
UNIT-12303,BATCH-2025-00859,8,Final,Pass,2025-04-28,TEST007
UNIT-12304,BATCH-2025-00859,4,Battery,Pass,2025-04-29,TEST035
UNIT-12305,BATCH-2025-00859,6,Connectivity,Pass,2025-04-30,TEST018
UNIT-12306,BATCH-2025-00859,7,Thermal,Pass,2025-04-28,TEST046
UNIT-12307,BATCH-2025-00859,5,Screen,Pass,2025-04-29,TEST046
UNIT-12308,BATCH-2025-00859,2,Camera,Pass,2025-04-25,TEST030
UNIT-12309,BATCH-2025-00859,7,Thermal,Pass,2025-04-26,TEST033
UNIT-12310,BATCH-2025-00859,3,Speaker,Pass,2025-04-30,TEST027
UNIT-12311,BATCH-2025-00859,1,Electrical,Pass,2025-04-29,TEST045
UNIT-12312,BATCH-2025-00859,3,Speaker,Fail,2025-04-24,TEST021
UNIT-12313,BATCH-2025-00859,7,Thermal,Pass,2025-04-29,TEST035
UNIT-12314,BATCH-2025-00859,4,Battery,Pass,2025-04-29,TEST035
UNIT-12315,BATCH-2025-00859,2,Camera,Pass,2025-04-30,TEST031
UNIT-12316,BATCH-2025-00859,3,Speaker,Pass,2025-04-29,TEST047
UNIT-12317,BATCH-2025-00859,1,Electrical,Pass,2025-04-30,TEST027
UNIT-12318,BATCH-2026-00860,6,Connectivity,Pass,2026-05-10,TEST016
UNIT-12319,BATCH-2026-00860,1,Electrical,Pass,2026-05-12,TEST017
UNIT-12320,BATCH-2026-00860,4,Battery,Pass,2026-05-07,TEST009
UNIT-12321,BATCH-2026-00860,8,Final,Pass,2026-05-12,TEST014
UNIT-12322,BATCH-2026-00860,5,Screen,Pass,2026-05-09,TEST035
UNIT-12323,BATCH-2026-00860,6,Connectivity,Pass,2026-05-07,TEST021
UNIT-12324,BATCH-2026-00860,3,Speaker,Fail,2026-05-09,TEST004
UNIT-12325,BATCH-2026-00860,2,Camera,Pass,2026-05-13,TEST041
UNIT-12326,BATCH-2026-00860,1,Electrical,Pass,2026-05-11,TEST033
UNIT-12327,BATCH-2026-00860,2,Camera,Pass,2026-05-08,TEST025
UNIT-12328,BATCH-2026-00860,2,Camera,Pass,2026-05-06,TEST003
UNIT-12329,BATCH-2026-00860,3,Speaker,Pass,2026-05-08,TEST048
UNIT-12330,BATCH-2026-00860,4,Battery,Pass,2026-05-13,TEST019
UNIT-12331,BATCH-2025-00861,3,Speaker,Fail,2025-02-14,TEST009
UNIT-12332,BATCH-2025-00861,2,Camera,Pass,2025-02-17,TEST048
UNIT-12333,BATCH-2025-00861,8,Final,Pass,2025-02-17,TEST020
UNIT-12334,BATCH-2025-00861,6,Connectivity,Pass,2025-02-18,TEST017
UNIT-12335,BATCH-2025-00861,4,Battery,Fail,2025-02-18,TEST023
UNIT-12336,BATCH-2025-00861,8,Final,Pass,2025-02-18,TEST018
UNIT-12337,BATCH-2025-00861,5,Screen,Pass,2025-02-18,TEST045
UNIT-12338,BATCH-2025-00861,6,Connectivity,Pass,2025-02-18,TEST049
UNIT-12339,BATCH-2025-00861,1,Electrical,Pass,2025-02-21,TEST046
UNIT-12340,BATCH-2025-00861,6,Connectivity,Pass,2025-02-14,TEST012
UNIT-12341,BATCH-2025-00861,2,Camera,Pass,2025-02-21,TEST035
UNIT-12342,BATCH-2025-00861,3,Speaker,Pass,2025-02-16,TEST048
UNIT-12343,BATCH-2026-00862,4,Battery,Pass,2026-04-02,TEST035
UNIT-12344,BATCH-2026-00862,7,Thermal,Pass,2026-03-29,TEST050
UNIT-12345,BATCH-2026-00862,7,Thermal,Pass,2026-04-01,TEST042
UNIT-12346,BATCH-2026-00862,4,Battery,Pass,2026-04-01,TEST011
UNIT-12347,BATCH-2026-00862,5,Screen,Pass,2026-03-27,TEST036
UNIT-12348,BATCH-2026-00862,5,Screen,Pass,2026-04-01,TEST017
UNIT-12349,BATCH-2026-00862,3,Speaker,Pass,2026-04-01,TEST023
UNIT-12350,BATCH-2026-00862,7,Thermal,Pass,2026-04-02,TEST013
UNIT-12351,BATCH-2026-00862,1,Electrical,Pass,2026-03-29,TEST035
UNIT-12352,BATCH-2026-00862,6,Connectivity,Pass,2026-03-27,TEST021
UNIT-12353,BATCH-2026-00862,5,Screen,Fail,2026-04-02,TEST019
UNIT-12354,BATCH-2026-00862,6,Connectivity,Pass,2026-03-31,TEST023
UNIT-12355,BATCH-2026-00862,3,Speaker,Pass,2026-03-31,TEST027
UNIT-12356,BATCH-2024-00863,2,Camera,Pass,2024-12-15,TEST012
UNIT-12357,BATCH-2024-00863,4,Battery,Pass,2024-12-17,TEST026
UNIT-12358,BATCH-2024-00863,3,Speaker,Pass,2024-12-14,TEST023
UNIT-12359,BATCH-2024-00863,3,Speaker,Pass,2024-12-17,TEST023
UNIT-12360,BATCH-2024-00863,5,Screen,Pass,2024-12-15,TEST025
UNIT-12361,BATCH-2024-00863,6,Connectivity,Pass,2024-12-19,TEST044
UNIT-12362,BATCH-2024-00863,8,Final,Pass,2024-12-17,TEST023
UNIT-12363,BATCH-2024-00863,2,Camera,Pass,2024-12-16,TEST040
UNIT-12364,BATCH-2024-00863,2,Camera,Pass,2024-12-17,TEST022
UNIT-12365,BATCH-2024-00863,5,Screen,Pass,2024-12-21,TEST013
UNIT-12366,BATCH-2024-00863,4,Battery,Pass,2024-12-17,TEST036
UNIT-12367,BATCH-2025-00864,3,Speaker,Pass,2025-11-27,TEST046
UNIT-12368,BATCH-2025-00864,4,Battery,Pass,2025-11-26,TEST046
UNIT-12369,BATCH-2025-00864,4,Battery,Pass,2025-11-30,TEST002
UNIT-12370,BATCH-2025-00864,5,Screen,Pass,2025-12-03,TEST033
UNIT-12371,BATCH-2025-00864,6,Connectivity,Pass,2025-12-01,TEST045
UNIT-12372,BATCH-2025-00864,8,Final,Pass,2025-12-03,TEST039
UNIT-12373,BATCH-2025-00864,1,Electrical,Pass,2025-12-02,TEST011
UNIT-12374,BATCH-2025-00864,7,Thermal,Pass,2025-12-01,TEST028
UNIT-12375,BATCH-2025-00864,3,Speaker,Pass,2025-11-28,TEST003
UNIT-12376,BATCH-2025-00864,6,Connectivity,Pass,2025-11-28,TEST009
UNIT-12377,BATCH-2025-00864,5,Screen,Pass,2025-11-30,TEST036
UNIT-12378,BATCH-2025-00864,1,Electrical,Pass,2025-11-27,TEST050
UNIT-12379,BATCH-2025-00864,4,Battery,Fail,2025-11-28,TEST028
UNIT-12380,BATCH-2025-00864,8,Final,Pass,2025-11-26,TEST047
UNIT-12381,BATCH-2025-00864,2,Camera,Pass,2025-12-02,TEST002
UNIT-12382,BATCH-2025-00864,1,Electrical,Pass,2025-12-03,TEST012
UNIT-12383,BATCH-2025-00864,5,Screen,Pass,2025-12-01,TEST006
UNIT-12384,BATCH-2025-00864,7,Thermal,Pass,2025-11-29,TEST026
UNIT-12385,BATCH-2025-00865,1,Electrical,Pass,2025-06-25,TEST041
UNIT-12386,BATCH-2025-00865,8,Final,Pass,2025-06-28,TEST039
UNIT-12387,BATCH-2025-00865,7,Thermal,Pass,2025-06-30,TEST047
UNIT-12388,BATCH-2025-00865,4,Battery,Pass,2025-06-29,TEST002
UNIT-12389,BATCH-2025-00865,7,Thermal,Pass,2025-06-30,TEST039
UNIT-12390,BATCH-2025-00865,3,Speaker,Pass,2025-06-27,TEST029
UNIT-12391,BATCH-2025-00865,8,Final,Pass,2025-06-29,TEST037
UNIT-12392,BATCH-2025-00865,2,Camera,Pass,2025-06-25,TEST038
UNIT-12393,BATCH-2025-00865,1,Electrical,Pass,2025-06-24,TEST006
UNIT-12394,BATCH-2025-00865,4,Battery,Pass,2025-06-29,TEST048
UNIT-12395,BATCH-2025-00865,3,Speaker,Pass,2025-06-28,TEST028
UNIT-12396,BATCH-2024-00866,8,Final,Pass,2024-11-20,TEST018
UNIT-12397,BATCH-2024-00866,1,Electrical,Pass,2024-11-15,TEST035
UNIT-12398,BATCH-2024-00866,3,Speaker,Pass,2024-11-16,TEST038
UNIT-12399,BATCH-2024-00866,6,Connectivity,Pass,2024-11-19,TEST023
UNIT-12400,BATCH-2024-00866,4,Battery,Pass,2024-11-15,TEST019
UNIT-12401,BATCH-2024-00866,1,Electrical,Pass,2024-11-14,TEST030
UNIT-12402,BATCH-2024-00866,6,Connectivity,Pass,2024-11-17,TEST019
UNIT-12403,BATCH-2024-00866,1,Electrical,Pass,2024-11-16,TEST008
UNIT-12404,BATCH-2024-00866,5,Screen,Fail,2024-11-20,TEST040
UNIT-12405,BATCH-2024-00866,4,Battery,Pass,2024-11-19,TEST013
UNIT-12406,BATCH-2024-00866,6,Connectivity,Pass,2024-11-20,TEST043
UNIT-12407,BATCH-2024-00866,7,Thermal,Pass,2024-11-18,TEST025
UNIT-12408,BATCH-2026-00867,5,Screen,Pass,2026-03-17,TEST041
UNIT-12409,BATCH-2026-00867,8,Final,Pass,2026-03-19,TEST044
UNIT-12410,BATCH-2026-00867,6,Connectivity,Pass,2026-03-18,TEST033
UNIT-12411,BATCH-2026-00867,2,Camera,Pass,2026-03-16,TEST012
UNIT-12412,BATCH-2026-00867,7,Thermal,Pass,2026-03-14,TEST035
UNIT-12413,BATCH-2026-00867,1,Electrical,Pass,2026-03-19,TEST002
UNIT-12414,BATCH-2026-00867,8,Final,Pass,2026-03-20,TEST007
UNIT-12415,BATCH-2026-00867,6,Connectivity,Pass,2026-03-19,TEST016
UNIT-12416,BATCH-2026-00867,7,Thermal,Pass,2026-03-15,TEST037
UNIT-12417,BATCH-2026-00867,1,Electrical,Pass,2026-03-17,TEST002
UNIT-12418,BATCH-2026-00867,8,Final,Pass,2026-03-21,TEST030
UNIT-12419,BATCH-2025-00868,2,Camera,Pass,2025-05-26,TEST049
UNIT-12420,BATCH-2025-00868,1,Electrical,Fail,2025-05-27,TEST029
UNIT-12421,BATCH-2025-00868,4,Battery,Pass,2025-05-27,TEST015
UNIT-12422,BATCH-2025-00868,7,Thermal,Pass,2025-05-28,TEST003
UNIT-12423,BATCH-2025-00868,5,Screen,Pass,2025-05-30,TEST016
UNIT-12424,BATCH-2025-00868,2,Camera,Pass,2025-06-02,TEST027
UNIT-12425,BATCH-2025-00868,5,Screen,Pass,2025-06-01,TEST027
UNIT-12426,BATCH-2025-00868,2,Camera,Pass,2025-05-29,TEST026
UNIT-12427,BATCH-2025-00868,1,Electrical,Pass,2025-05-29,TEST033
UNIT-12428,BATCH-2025-00868,6,Connectivity,Pass,2025-05-27,TEST011
UNIT-12429,BATCH-2025-00868,3,Speaker,Pass,2025-05-26,TEST015
UNIT-12430,BATCH-2025-00868,8,Final,Pass,2025-06-01,TEST013
UNIT-12431,BATCH-2025-00868,6,Connectivity,Pass,2025-06-01,TEST050
UNIT-12432,BATCH-2025-00868,5,Screen,Pass,2025-05-28,TEST004
